;faa;name;lat;lon;alt;tz;dst;tzone
662;INJ;Hillsboro Muni;32,083486;-97,097228;685;-6;A;America/Chicago
663;INK;Winkler Co;31,779628;-103,201361;2822;-6;A;America/Chicago
664;INL;Falls Intl;48,566186;-93,403067;1185;-6;A;America/Chicago
665;INS;Creech Afb;36,587183;-115,673353;3133;-8;A;America/Los_Angeles
666;INT;Smith Reynolds;36,133722;-80,222;969;-5;A;America/New_York
667;INW;Winslow-Lindbergh Regional Airport;35,0219167;-110,7225278;4941;-7;N;America/Phoenix
668;IOW;Iowa City Municipal Airport;41,639244;-91,546503;668;-6;A;America/Chicago
669;IPL;Imperial Co;32,834219;-115,578744;-54;-8;A;America/Los_Angeles
670;IPT;Williamsport Rgnl;41,241836;-76,921094;529;-5;A;America/New_York
671;IRC;Circle City Airport;65,827778;-144,076111;613;-9;A;America/Anchorage
672;IRK;Kirksville Regional Airport;40,0935;-92,5449;966;-6;A;America/Chicago
673;ISM;Kissimmee Gateway Airport;28,289806;-81,437083;82;-5;A;America/New_York
674;ISN;Sloulin Fld Intl;48,177939;-103,642347;1982;-6;A;America/Chicago
675;ISO;Kinston Regional Jetport;35,331389;-77,608889;94;-5;A;America/New_York
676;ISP;Long Island Mac Arthur;40,79525;-73,100222;99;-5;A;America/New_York
677;ISW;Alexander Field South Wood County Airport;44,3606456;-89,8381412;1021;-6;A;America/Chicago
678;ITH;Ithaca Tompkins Rgnl;42,491028;-76,458444;1099;-5;A;America/New_York
679;ITO;Hilo Intl;19,721375;-155,048469;38;-10;N;Pacific/Honolulu
680;IWD;Gogebic Iron County Airport;46,5274747;-90,1313967;1230;-6;U;America/Chicago
681;IWS;West Houston;29,818194;-95,672611;111;-6;A;America/Chicago
682;IYK;Inyokern Airport;35,658889;-117,829444;2455;-8;A;America/Los_Angeles
683;IZG;Eastern Slopes Regional;43,9911389;-70,9478889;455;-5;A;America/New_York
684;JAC;Jackson Hole Airport;43,60733333;-110,73775;6451;-7;A;America/Denver
685;JAN;Jackson Evers Intl;32,311167;-90,075889;346;-6;A;America/Chicago
686;JAX;Jacksonville Intl;30,494056;-81,687861;30;-5;A;America/New_York
687;JBR;Jonesboro Muni;35,831708;-90,646417;262;-6;A;America/Chicago
688;JCI;New Century AirCenter Airport;38,8309167;-94,8903056;1087;-6;A;America/Chicago
689;JEF;Jefferson City Memorial Airport;38,5912;-92,1561;549;-6;A;America/Chicago
690;JES;Jesup-Wayne County Airport;31,553889;-81,8825;107;-5;A;America/New_York
691;JFK;John F Kennedy Intl;40,639751;-73,778925;13;-5;A;America/New_York
692;JGC;Grand Canyon Heliport;35,96666666;-112,1333333;2500;-7;A;America/Phoenix
693;JHM;Kapalua;20,962936;-156,673031;256;-10;N;Pacific/Honolulu
694;JHW;Chautauqua County-Jamestown;42,153333;-79,258056;525;-5;A;America/New_York
695;JKA;Jack Edwards Airport;30,2896389;-87,6717778;17;-6;A;America/Chicago
696;JLN;Joplin Rgnl;37,151814;-94,498269;981;-6;A;America/Chicago
697;JMS;Jamestown Regional Airport;46,9297;-98,6782;1498;-6;A;America/Chicago
698;JNU;Juneau Intl;58,354972;-134,576278;21;-9;A;America/Anchorage
699;JOT;Regional Airport;41,517778;-88,175556;582;-6;A;America/Chicago
700;JRA;West 30th St. Heliport;40,7545;-74,0071;7;-5;A;America/New_York
701;JRB;Wall Street Heliport;40,701214;-74,009028;7;-5;A;America/New_York
702;JST;John Murtha Johnstown-Cambria County Airport;40,316111;-78,833889;2284;-5;A;America/New_York
703;JVL;Southern Wisconsin Regional Airport;42,62025;-89,0415556;808;-6;A;America/Chicago
704;JXN;Reynolds Field;42,260556;-84,460556;1001;-5;A;America/New_York
705;JYL;Plantation Airpark;32,6452778;-81,5971111;188;-5;A;America/New_York
706;JYO;Leesburg Executive Airport;39,078;-77,558;389;-5;A;America/New_York
707;JZP;Pickens County Airport;34,4534722;-84,4572222;1535;-5;A;America/New_York
708;K03;Wainwright As;70,613378;-159,86035;35;-9;A;America/Anchorage
709;K27;Burrello-Mechanicville Airport;42,893133;-73,66845;195;-5;A;America/New_York
710;K83;Sabetha Municipal;39,5425;-95,4677;1330;-6;A;America/Chicago
711;KAE;Kake Seaplane Base;56,973056;-133,945556;0;-9;A;America/Anchorage
712;KAL;Kaltag Airport;64,3191;-158,741;187;-9;A;America/Anchorage
713;KBC;Birch Creek Airport;66,256708;-145,815319;450;-9;A;America/Anchorage
714;KBW;Chignik Bay Seaplane Base;56,295556;-158,401398;0;-9;A;America/Anchorage
715;KCC;Coffman Cove Seaplane Base;56,014722;-132,833889;0;-9;A;America/Anchorage
716;KCL;Chignik Lagoon Airport;56,311111;-158,534167;25;-9;A;America/Anchorage
717;KCQ;Chignik Lake Airport;56,255;-158,775278;50;-9;A;America/Anchorage
718;KEH;Kenmore Air Harbor Inc Seaplane Base;47,7548;-122,259;14;-8;A;America/Los_Angeles
719;KEK;Ekwok Airport;59,356944;-157,471111;135;-9;A;America/Anchorage
720;KFP;False Pass Airport;54,8475;-163,410278;20;-9;A;America/Anchorage
721;KGK;Koliganek Airport;59,726667;-157,259444;269;-9;A;America/Anchorage
722;KGX;Grayling Airport;62,894444;-160,065;99;-9;A;America/Anchorage
723;KKA;Koyuk Alfred Adams Airport;64,939444;-161,154167;154;-9;A;America/Anchorage
724;KKB;Kitoi Bay Seaplane Base;58,190833;-152,370556;0;-9;A;America/Anchorage
725;KKH;Kongiganak Airport;59,960833;-162,881111;30;-9;A;America/Anchorage
726;KLG;Kalskag Airport;61,5363;-160,341;55;-9;A;America/Anchorage
727;KLL;Levelock Airport;59,128056;-156,858611;39;-9;A;America/Anchorage
728;KLN;Larsen Bay Airport;57,535;-153,976667;87;-9;A;America/Anchorage
729;KLS;Kelso Longview;46,118;-122,898389;20;-8;A;America/Los_Angeles
730;KLW;Klawock Airport;55,579167;-133,076111;80;-9;A;America/Anchorage
731;KMO;Manokotak Airport;58,990278;-159,05;51;-9;A;America/Anchorage
732;KMY;Moser Bay Seaplane Base;57,025556;-154,145833;0;-9;A;America/Anchorage
733;KNW;New Stuyahok Airport;59,4499;-157,328;302;-9;A;America/Anchorage
734;KOA;Kona Intl At Keahole;19,738767;-156,045631;47;-10;N;Pacific/Honolulu
735;KOT;Kotlik Airport;63,030556;-163,532778;15;-9;A;America/Anchorage
736;KOY;Olga Bay Seaplane Base;57,161389;-154,229722;0;-9;A;America/Anchorage
737;KOZ;Ouzinkie Airport;57,922876;-152,500511;55;-9;A;America/Anchorage
738;KPB;Point Baker Seaplane Base;56,351944;-133,6225;0;-9;A;America/Anchorage
739;KPC;Port Clarence Coast Guard Station;65,2537;-166,859;10;-9;A;America/Anchorage
740;KPN;Kipnuk Airport;59,933056;-164,030556;11;-9;A;America/Anchorage
741;KPR;Port Williams Seaplane Base;58,49;-152,582222;0;-9;A;America/Anchorage
742;KPV;Perryville Airport;55,906667;-159,160833;29;-9;A;America/Anchorage
743;KPY;Port Bailey Seaplane Base;57,93;-153,040556;0;-9;A;America/Anchorage
744;KQA;Akutan Seaplane Base;54,1325;-165,785;0;-9;A;America/Anchorage
745;KSM;St Marys Airport;62,0605;-163,302;311;-9;A;America/Anchorage
746;KTB;Thorne Bay Seaplane Base;55,688056;-132,536667;0;-9;A;America/Anchorage
747;KTN;Ketchikan Intl;55,355556;-131,71375;88;-9;A;America/Anchorage
748;KTS;Brevig Mission Airport;65,331389;-166,465833;35;-9;A;America/Anchorage
749;KUK;Kasigluk Airport;60,873333;-162,524444;40;-9;A;America/Anchorage
750;KVC;King Cove Airport;55,1163;-162,266;155;-9;A;America/Anchorage
751;KVL;Kivalina Airport;67,7362;-164,563;13;-9;A;America/Anchorage
752;KWK;Kwigillingok Airport;59,876389;-163,168611;18;-9;A;America/Anchorage
753;KWN;Quinhagak Airport;59,755;-161,845278;42;-9;A;America/Anchorage
754;KWP;West Point Village Seaplane Base;57,77;-153,548889;0;-9;A;America/Anchorage
755;KWT;Kwethluk Airport;60,790278;-161,443611;30;-9;A;America/Anchorage
756;KYK;Karuluk Airport;57,566944;-154,450278;137;-9;A;America/Anchorage
757;KYU;Koyukuk Airport;64,875833;-157,730556;149;-9;A;America/Anchorage
758;KZB;Zachar Bay Seaplane Base;57,55;-153,75;0;-9;A;America/Anchorage
759;L06;Furnace Creek;36,273;-116,515;0;-8;A;America/Los_Angeles
760;L35;Big Bear City;34,2637778;-116,8560278;6725;-8;A;America/Los_Angeles
761;L52;Oceano County Airport;35,10147222;-120,6223611;14;-8;U;America/Los_Angeles
762;LAA;Lamar Muni;38,069694;-102,6885;3706;-7;A;America/Denver
763;LAF;Purude University Airport;40,4123056;-86,9368889;606;-5;A;America/New_York
764;LAL;Lakeland Linder Regional Airport;27,9889167;-82,0185556;142;-5;A;America/New_York
765;LAM;Los Alamos Airport;35,8798019;-106,2694153;7171;-7;A;America/Denver
766;LAN;Capital City;42,7787;-84,587357;861;-5;A;America/New_York
767;LAR;Laramie Regional Airport;41,3121;-105,675;7284;-7;A;America/Denver
768;LAS;Mc Carran Intl;36,080056;-115,15225;2141;-8;A;America/Los_Angeles
769;LAW;Lawton-Fort Sill Regional Airport;34,5677144;-98,4166367;1110;-6;A;America/Chicago
770;LAX;Los Angeles Intl;33,942536;-118,408075;126;-8;A;America/Los_Angeles
771;LBB;Lubbock Preston Smith Intl;33,663639;-101,822778;3282;-6;A;America/Chicago
772;LBE;Arnold Palmer Regional Airport;40,2759;-79,4048;1185;-5;A;America/New_York
773;LBF;North Platte Regional Airport Lee Bird Field;41,1262;-100,684;2776;-6;A;America/Chicago
774;LBL;Liberal Muni;37,044222;-100,95986;2885;-6;A;America/Chicago
775;LBT;Municipal Airport;34,6098056;-79,0595556;125;-5;A;America/New_York
776;LCH;Lake Charles Rgnl;30,126112;-93,223335;15;-6;A;America/Chicago
777;LCK;Rickenbacker Intl;39,813786;-82,927822;744;-5;A;America/New_York
778;LCQ;Lake City Municipal Airport;30,181944;-82,576944;201;-5;A;America/New_York
779;LDJ;Linden Airport;40,6174472;-74,2445942;23;-5;A;America/New_York
780;LEB;Lebanon Municipal Airport;43,6261;-72,3042;603;-5;A;America/New_York
781;LEW;Lewiston Maine;44,0484728;-70,2835075;288;-5;A;America/New_York
782;LEX;Blue Grass;38,0365;-84,605889;979;-5;A;America/New_York
783;LFI;Langley Afb;37,082881;-76,360547;11;-5;A;America/New_York
784;LFK;Angelina Co;31,234014;-94,75;296;-6;A;America/Chicago
785;LFT;Lafayette Rgnl;30,205278;-91,987611;43;-6;A;America/Chicago
786;LGA;La Guardia;40,777245;-73,872608;22;-5;A;America/New_York
787;LGB;Long Beach;33,817722;-118,151611;60;-8;A;America/Los_Angeles
788;LGC;LaGrange-Callaway Airport;33,0088611;-85,0726111;694;-5;A;America/New_York
789;LGU;Logan-Cache;41,791;-111,852;4457;-7;A;America/Denver
790;LHD;Lake Hood Seaplane Base;61,1866382;-149,9653918;71;-9;A;America/Anchorage
791;LHM;Lincoln Regional Airport Karl Harder Field;38,9091667;-121,3513333;121;-8;A;America/Los_Angeles
792;LHV;William T. Piper Mem.;41,1357778;-77,4223056;556;-5;A;America/New_York
793;LHX;La Junta Muni;38,049719;-103,509431;4238;-7;A;America/Denver
794;LIH;Lihue;21,975983;-159,338958;153;-10;N;Pacific/Honolulu
795;LIT;Adams Fld;34,729444;-92,224306;262;-6;A;America/Chicago
796;LIV;Livingood Airport;65,531111;-148,541111;696;-9;A;America/Anchorage
797;LKE;Kenmore Air Harbor Seaplane Base;47,629;-122,339;14;-8;A;America/Los_Angeles
798;LKK;Kulik Lake Airport;58,96591;-155,108089;1000;-9;U;America/Anchorage
799;LKP;Lake Placid Airport;44,264444;-73,961944;1747;-5;A;America/New_York
800;LMT;Klamath Falls Airport;42,1561;-121,733;4095;-8;A;America/Los_Angeles
801;LNA;Palm Beach Co Park;26,593;-80,085056;14;-5;A;America/New_York
802;LNK;Lincoln;40,850971;-96,75925;1219;-6;A;America/Chicago
803;LNN;Lost Nation Municipal Airport;41,6840278;-81,38975;626;-5;A;America/New_York
804;LNR;Tri-County Regional Airport;43,211667;-90,181667;718;-6;A;America/Chicago
805;LNS;Lancaster Airport;40,1217;-76,2961;403;-5;A;America/New_York
806;LNY;Lanai;20,785611;-156,951419;1308;-10;N;Pacific/Honolulu
807;LOT;Lewis University Airport;41,606326;-88,083003;680;-6;A;America/Chicago
808;LOU;Bowman Fld;38,228;-85,663722;546;-5;A;America/New_York
809;LOZ;London-Corbin Airport-MaGee Field;37,0868889;-84,0773889;1212;-5;A;America/New_York
810;LPC;Lompoc Airport;34,6656;-120,4675;88;-8;A;America/Los_Angeles
811;LPR;Lorain County Regional Airport;41,3442778;-82,1776389;793;-5;A;America/New_York
812;LPS;Lopez Island Airport;48,4839;-122,938;209;-8;A;America/Los_Angeles
813;LRD;Laredo Intl;27,54375;-99,461556;508;-6;A;America/Chicago
814;LRF;Little Rock Afb;34,916944;-92,149722;311;-6;A;America/Chicago
815;LRO;Mount Pleasant Regional-Faison Field;32,5387;-79,4697;12;-5;A;\N
816;LRU;Las Cruces Intl;32,289417;-106,921972;4456;-7;A;America/Denver
817;LSE;La Crosse Municipal;43,878986;-91,256711;654;-6;A;America/Chicago
818;LSF;Lawson Aaf;32,337322;-84,991283;232;-5;A;America/New_York
819;LSV;Nellis Afb;36,236197;-115,034253;1870;-8;A;America/Los_Angeles
820;LTS;Altus Afb;34,667067;-99,266681;1382;-6;A;America/Chicago
821;LUF;Luke Afb;33,535;-112,38306;1085;-7;A;America/Phoenix
822;LUK;Cincinnati Muni Lunken Fld;39,103333;-84,418611;483;-5;A;America/New_York
823;LUP;Kalaupapa Airport;21,211;-156,974;24;-10;A;Pacific/Honolulu
824;LUR;Cape Lisburne Lrrs;68,875133;-166,110022;12;-9;A;America/Anchorage
825;LVK;Livermore Municipal;37,41362;-121,49133;400;-8;A;America/Los_Angeles
826;LVM;Mission Field Airport;45,6993889;-110,4483056;4660;-7;A;America/Denver
827;LVS;Las Vegas Muni;35,654222;-105,142389;6877;-7;A;America/Denver
828;LWA;South Haven Area Regional Airport;42,3511944;-86,2556389;666;-5;A;America/New_York
829;LWB;Greenbrier Valley Airport;37,858333;-80,399444;2302;-5;U;America/New_York
830;LWC;Lawrence Municipal;39,009167;-95,2175;833;-6;A;America/Chicago
831;LWM;Lawrence Municipal Airport;42,7171944;-71,1234167;148;-5;A;America/New_York
832;LWS;Lewiston Nez Perce Co;46,3745;-117,015389;1442;-8;A;America/Los_Angeles
833;LWT;Lewistown Municipal Airport;47,0493;-109,467;4170;-7;A;America/Denver
834;LXY;Mexia - Limestone County Airport;31,6411783;-96,5144594;544;-6;A;America/Chicago
835;LYH;Lynchburg Regional Preston Glenn Field;37,3267;-79,2004;938;-5;A;America/New_York
836;LYU;Ely Municipal;47,824444;-91,830833;1456;-6;A;America/Chicago
837;LZU;Gwinnett County Airport-Briscoe Field;33,9780761;-83,9623772;1061;-5;A;America/New_York
838;M94;Desert Aire;46,4124;-119,5518;586;-8;A;America/Los_Angeles
839;MAE;Madera Municipal Airport;36,9886111;-120,1124444;255;-8;A;America/Los_Angeles
840;MAF;Midland Intl;31,942528;-102,201914;2871;-6;A;America/Chicago
841;MBL;Manistee County-Blacker Airport;44,2725;-86,246944;621;-5;A;America/New_York
842;MBS;Mbs Intl;43,532913;-84,079647;668;-5;A;America/New_York
843;MCC;Mc Clellan Afld;38,667639;-121,400611;75;-8;A;America/Los_Angeles
844;MCD;Mackinac Island Airport;45,8649344;-84,637344;740;-5;U;America/New_York
845;MCE;Merced Municipal Airport;37,284722;-120,513889;156;-8;A;America/Los_Angeles
846;MCF;Macdill Afb;27,849339;-82,521214;14;-5;A;America/New_York
847;MCG;McGrath Airport;62,9529;-155,606;338;-9;A;America/Anchorage
848;MCI;Kansas City Intl;39,297606;-94,713905;1026;-6;A;America/Chicago
849;MCK;McCook Regional Airport;40,206389;-100,592222;2583;-6;A;America/Chicago
850;MCL;McKinley National Park Airport;63,732757;-148,91129;1720;-9;A;America/Anchorage
851;MCN;Middle Georgia Rgnl;32,69285;-83,649211;354;-5;A;America/New_York
852;MCO;Orlando Intl;28,429394;-81,308994;96;-5;A;America/New_York
853;MCW;Mason City Municipal;43,2247;-93,4067;1243;-6;A;America/Chicago
854;MDT;Harrisburg Intl;40,193494;-76,763403;310;-5;A;America/New_York
855;MDW;Chicago Midway Intl;41,785972;-87,752417;620;-6;A;America/Chicago
856;ME5;Banks Airport;44,1653889;-68,4281667;100;-5;A;America/New_York
857;MEI;Key Field;32,332624;-88,751868;297;-6;A;America/Chicago
858;MEM;Memphis Intl;35,042417;-89,976667;341;-6;A;America/Chicago
859;MER;Castle;37,380481;-120,568189;189;-8;A;America/Los_Angeles
860;MFD;Mansfield Lahm Regional;40,8214167;-82,5166389;1297;-5;A;America/New_York
861;MFE;Mc Allen Miller Intl;26,175833;-98,238611;107;-6;A;America/Chicago
862;MFI;Marshfield Municipal Airport;44,6368797;-90,1893267;1278;-6;A;America/Chicago
863;MFR;Rogue Valley Intl Medford;42,374228;-122,8735;1335;-8;A;America/Los_Angeles
864;MGC;Michigan City Municipal Airport;41,7033;-86,8211;500;-6;A;America/Chicago
865;MGE;Dobbins Arb;33,915382;-84,516319;1068;-5;A;America/New_York
866;MGJ;Orange County Airport;41,5099884;-74,2646444;364;-5;A;America/New_York
867;MGM;Montgomery Regional Airport;32,3006389;-86,3939722;221;-6;A;America/Chicago
868;MGR;Moultrie Municipal Airport;31,0849167;-83,80325;294;-5;A;America/New_York
869;MGW;Morgantown Muni Walter L Bill Hart Fld;39,642908;-79,916314;1248;-5;A;America/New_York
870;MGY;Dayton-Wright Brothers Airport;39,5889722;-84,2248611;957;-5;U;America/New_York
871;MHK;Manhattan Reigonal;39,140972;-96,670833;1057;-6;A;America/Chicago
872;MHM;Minchumina Airport;63,886111;-152,301944;678;-9;A;America/Anchorage
873;MHR;Sacramento Mather;38,553897;-121,297592;96;-8;A;America/Los_Angeles
874;MHT;Manchester Regional Airport;42,932556;-71,435667;266;-5;A;America/New_York
875;MHV;Mojave;35,059364;-118,151856;2791;-8;A;America/Los_Angeles
876;MIA;Miami Intl;25,79325;-80,290556;8;-5;A;America/New_York
877;MIB;Minot Afb;48,415572;-101,357661;1668;-6;A;America/Chicago
878;MIC;Crystal Airport;45,0343;-93,2114;869;-6;A;America/Chicago
879;MIE;Delaware County Airport;40,2424722;-85,39575;937;-5;U;America/New_York
880;MIV;Millville Muni;39,367806;-75,072222;85;-5;A;America/New_York
881;MKC;Downtown;39,1275;-94,598889;759;-6;A;America/Chicago
882;MKE;General Mitchell Intl;42,947222;-87,896583;723;-6;A;America/Chicago
883;MKG;Muskegon County Airport;43,1695;-86,2382;628;-5;A;America/New_York
884;MKK;Molokai;21,152886;-157,096256;454;-10;N;Pacific/Honolulu
885;MKL;Mc Kellar Sipes Rgnl;35,599889;-88,915611;434;-6;A;America/Chicago
886;MKO;Davis Fld;35,656489;-95,366656;612;-6;A;America/Chicago
887;MLB;Melbourne Intl;28,102753;-80,645258;33;-5;A;America/New_York
888;MLC;Mc Alester Rgnl;34,882403;-95,783463;770;-6;A;America/Chicago
889;MLD;Malad City;42,17;-112,289;4503;-7;A;America/Denver
890;MLI;Quad City Intl;41,448528;-90,507539;590;-6;A;America/Chicago
891;MLJ;Baldwin County Airport;33,154225;-83,2414139;385;-5;A;America/New_York
892;MLL;Marshall Don Hunter Sr. Airport;61,8646418;-162,026111;103;-9;A;America/Anchorage
893;MLS;Frank Wiley Field;46,428;-105,886;2630;-7;A;America/Denver
894;MLT;Millinocket Muni;45,647836;-68,685561;408;-5;A;America/New_York
895;MLU;Monroe Rgnl;32,510864;-92,037689;79;-6;A;America/Chicago
896;MLY;Manley Hot Springs Airport;64,9975;-150,644167;270;-9;A;America/Anchorage
897;MMH;Mammoth Yosemite Airport;37,624049;-118,837772;7128;-8;A;America/Los_Angeles
898;MMI;McMinn Co;35,39919;-84,56177;874;-5;N;America/New_York
899;MMU;Morristown Municipal Airport;40,79935;-74,4148747;187;-5;A;America/New_York
900;MMV;Mc Minnville Muni;45,194444;-123,135944;163;-8;A;America/Los_Angeles
901;MNM;Menominee Marinette Twin Co;45,12665;-87,638443;625;-6;A;America/Chicago
902;MNT;Minto Airport;65,143611;-149,37;460;-9;A;America/Anchorage
903;MNZ;Manassas;38,721389;-77,515556;192;-5;A;America/New_York
904;MOB;Mobile Rgnl;30,691231;-88,242814;219;-6;A;America/Chicago
905;MOD;Modesto City Co Harry Sham;37,625817;-120,954422;97;-8;A;America/Los_Angeles
906;MOT;Minot Intl;48,259378;-101,280333;1716;-6;A;America/Chicago
907;MOU;Mountain Village Airport;62,0954;-163,682;337;-9;A;America/Anchorage
908;MPB;Miami Seaplane Base;25,7783;-80,1703;0;-5;A;America/New_York
909;MPI;MariposaYosemite;37,3039;-120,0222;2454;-8;A;America/Los_Angeles
910;MPV;Edward F Knapp State;44,203503;-72,562328;1165;-5;A;America/New_York
911;MQB;Macomb Municipal Airport;40,5200833;-90,6523889;707;-6;U;America/Chicago
912;MQI;Dare County Regional;35,5514;-75,4173;13;-5;A;America/New_York
913;MQT;Sawyer International Airport;46,353611;-87,395278;1221;-5;A;America/New_York
914;MRB;Eastern WV Regional Airport;39,2407;-77,591;554;-5;A;America/New_York
915;MRI;Merrill Fld;61,213544;-149,844447;137;-9;A;America/Anchorage
916;MRK;Marco Islands;25,9950278;-81,6725278;5;-5;A;America/New_York
917;MRN;Foothills Regional Airport;35,8202336;-81,6115119;1270;-5;A;America/New_York
918;MRY;Monterey Peninsula;36,587;-121,842944;257;-8;A;America/Los_Angeles
919;MSL;Northwest Alabama Regional Airport;34,7453;-87,6102;550;-6;A;America/Chicago
920;MSN;Dane Co Rgnl Truax Fld;43,139858;-89,337514;887;-6;A;America/Chicago
921;MSO;Missoula Intl;46,916306;-114,090556;3205;-7;A;America/Denver
922;MSP;Minneapolis St Paul Intl;44,881956;-93,221767;841;-6;A;America/Chicago
923;MSS;Massena Intl Richards Fld;44,935833;-74,845547;215;-5;A;America/New_York
924;MSY;Louis Armstrong New Orleans Intl;29,993389;-90,258028;4;-6;A;America/Chicago
925;MTC;Selfridge Angb;42,608333;-82,8355;580;-5;A;America/New_York
926;MTH;Florida Keys Marathon Airport;24,726111;-81,051389;7;-5;A;America/New_York
927;MTJ;Montrose Regional Airport;38,509794;-107,894242;5759;-7;A;America/Denver
928;MTM;Metlakatla Seaplane Base;55,131111;-131,578056;0;-9;A;America/Anchorage
929;MTN;Martin State;39,3256667;-76,4137778;22;-5;A;America/New_York
930;MUE;Waimea Kohala;20,001328;-155,668108;2671;-10;A;Pacific/Honolulu
931;MUI;Muir Aaf;40,434811;-76,569411;489;-5;A;America/New_York
932;MUO;Mountain Home Afb;43,043603;-115,872431;2996;-7;A;America/Denver
933;MVL;Morrisville Stowe State Airport;44,535;-72,614;732;-5;A;America/New_York
934;MVY;Martha\\'s Vineyard;41,391667;-70,615278;67;-5;A;America/New_York
935;MWA;Williamson Country Regional Airport;37,7549569;-89,0110936;472;-6;A;America/Chicago
936;MWC;Lawrence J Timmerman Airport;43,1103889;-88,0344167;745;-6;A;America/Chicago
937;MWH;Grant Co Intl;47,207708;-119,32019;1185;-8;A;America/Los_Angeles
938;MWL;Mineral Wells;32,781606;-98,060175;974;-6;A;America/Chicago
939;MWM;Windom Municipal Airport;43,9134017;-95,1094083;1410;-6;A;America/Chicago
940;MXF;Maxwell Afb;32,382944;-86,365778;171;-6;A;America/Chicago
941;MXY;McCarthy Airport;61,4370608;-142,9030737;1531;-9;U;America/Anchorage
942;MYF;Montgomery Field;32,4759;117,759;17;8;A;Asia/Chongqing
943;MYL;McCall Municipal Airport;44,889722;-116,101389;5021;-7;A;America/Denver
944;MYR;Myrtle Beach Intl;33,67975;-78,928333;25;-5;A;America/New_York
945;MYU;Mekoryuk Airport;60,3714;-166,271;48;-9;A;America/Anchorage
946;MYV;Yuba County Airport;39,0553;-121,3411;62;-8;A;America/Los_Angeles
947;MZJ;Pinal Airpark;32,509722;-111,325278;1893;-7;N;America/Phoenix
948;N53;Stroudsburg-Pocono Airport;41,0358717;-75,1606789;480;-5;A;America/New_York
949;N69;Stormville Airport;41,5769708;-73,7323514;358;-5;A;America/New_York
950;N87;Trenton-Robbinsville Airport;40,2139444;-74,6017778;118;-5;A;America/New_York
951;NBG;New Orleans Nas Jrb;29,825333;-90,035;3;-6;A;America/Chicago
952;NBU;Naval Air Station;42,090556;-87,8225;653;-6;A;America/Chicago
953;NCN;Chenega Bay Airport;60,077222;-147,991944;72;-9;A;America/Anchorage
954;NEL;Lakehurst Naes;40,033333;-74,353333;103;-5;A;America/New_York
955;NEW;Lakefront;30,0424167;-90,02825;7;-6;A;America/Chicago
956;NFL;Fallon Nas;39,416584;-118,70098;3934;-8;A;America/Los_Angeles
957;NGF;Kaneohe Bay Mcaf;21,450453;-157,768;24;-10;A;Pacific/Honolulu
958;NGP;Corpus Christi NAS;27,692701;-97,290376;18;-6;A;America/Chicago
959;NGU;Norfolk Ns;36,937644;-76,289289;15;-5;A;America/New_York
960;NGZ;NAS Alameda;37,7861;-122,3186;10;-8;U;America/Los_Angeles
961;NHK;Patuxent River Nas;38,285981;-76,411781;39;-5;A;America/New_York
962;NIB;Nikolai Airport;63,010833;-154,383889;427;-9;A;America/Anchorage
963;NID;China Lake Naws;35,685422;-117,692039;2283;-8;A;America/Los_Angeles
964;NIP;Jacksonville Nas;30,235834;-81,680556;22;-5;A;America/New_York
965;NJK;El Centro Naf;32,829222;-115,671667;-42;-8;A;America/Los_Angeles
966;NKT;Cherry Point Mcas;34,900872;-76,880733;29;-5;A;America/New_York
967;NKX;Miramar Mcas;32,867694;-117,14175;478;-8;A;America/Los_Angeles
968;NLC;Lemoore Nas;36,333012;-119,95208;234;-8;A;America/Los_Angeles
969;NLG;Nelson Lagoon;56,0075;-161,160278;14;-9;A;America/Anchorage
970;NME;Nightmute Airport;60,471111;-164,700833;4;-9;A;America/Anchorage
971;NMM;Meridian Nas;32,552083;-88,555557;317;-6;A;America/Chicago
972;NNL;Nondalton Airport;59,966944;-154,851667;262;-9;A;America/Anchorage
973;NOW;Port Angeles Cgas;48,141481;-123,414075;13;-8;A;America/Los_Angeles
974;NPA;Pensacola Nas;30,352656;-87,318647;28;-6;A;America/Chicago
975;NPZ;Porter County Municipal Airport;41,4539722;-87,0070833;770;-6;A;America/Chicago
976;NQA;Millington Rgnl Jetport;35,356667;-89,870278;320;-6;A;America/Chicago
977;NQI;Kingsville Nas;27,507223;-97,809723;50;-6;A;America/Chicago
978;NQX;Key West Nas;24,575834;-81,688889;6;-5;A;America/New_York
979;NSE;Whiting Fld Nas North;30,724167;-87,021944;199;-6;A;America/Chicago
980;NTD;Point Mugu Nas;34,120285;-119,12094;13;-8;A;America/Los_Angeles
981;NTU;Oceana Nas;36,820703;-76,033542;22;-5;A;America/New_York
982;NUI;Nuiqsut Airport;70,21;-151,005556;38;-9;A;America/Anchorage
983;NUL;Nulato Airport;64,729444;-158,074167;399;-9;A;America/Anchorage
984;NUP;Nunapitchuk Airport;60,905833;-162,439167;12;-9;A;America/Anchorage
985;NUQ;Moffett Federal Afld;37,416142;-122,049139;32;-8;A;America/Los_Angeles
986;NUW;Whidbey Island Nas;48,351803;-122,655906;47;-8;A;America/Los_Angeles
987;NXP;Twentynine Palms Eaf;34,296161;-116,162203;2051;-8;A;America/Los_Angeles
988;NXX;Willow Grove Nas Jrb;40,199833;-75,148167;358;-5;A;America/New_York
989;NY9;Long Lake;43,9750617;-74,42044;1629;-5;A;America/New_York
990;NYC;All Airports;40,714167;-74,005833;31;-5;A;America/New_York
